rank,total_score,source,listing_id,url,state,county,acres,price_usd,price_per_acre,lat,lon,elevation_m,water_score,water_distance_m,power_score,power_distance_m,tower_score,tower_distance_m,road_access_score,state_score,acreage_score,price_score,water_crit_score,road_crit_score,title,listed_on
806,0.5857,landwatch,422744637,https://www.landwatch.com/bullock-county-alabama-recreational-property-for-sale/pid/422744637,AL,Bullock,600.0,2850000.0,4750.0,32.1499299,-85.7043306,144.7,1.0,176.5,1.0,2008.7,0.2796853232069124,1127.2,,1.0,0.9556,0.2083,0.5,,"Union Springs, AL, 36089, Bullock County",
807,0.5852,landsearch,5220295,https://www.landsearch.com/properties/heiberger-al-36756/5220295,AL,Perry,455.0,1820000.0,4000.0,32.6275765,-87.3191632,109.2,0.3391990801964452,2050.2,0.6224775076915987,971.5,0.11736445515275722,705.1,,1.0,0.7867,0.3333,0.5,,"Heiberger, AL 36756",
808,0.5852,landwatch,426188179,https://www.landwatch.com/jasper-county-georgia-farms-and-ranches-for-sale/pid/426188179,GA,Jasper,514.0,2299000.0,4472.76,33.179953,-83.6155146,177.4,0.9886864477876087,231.7,1.0,15767.4,1.0,,,1.0,0.8916,0.2545,0.5,,"Hillsboro, GA, 31038, Jasper County",
809,0.5851,landsearch,5090432,https://www.landsearch.com/properties/rocksprings-tx-78880/5090432,TX,Edwards,425.0,1599000.0,3762.35,30.0326,-100.1173438,626.2,0.0,,1.0,4278.9,1.0,,,1.0,0.7333,0.3729,0.5,,"Rocksprings, TX 78880",
810,0.5845,landwatch,423118046,https://www.landwatch.com/livingston-county-kentucky-recreational-property-for-sale/pid/423118046,KY,Livingston,353.0,1129600.0,3200.0,37.2765949,-88.2587161,137.3,1.0,117.9,0.7116091504266198,1096.3,0.7599288851537881,2375.8,,1.0,0.6053,0.4667,0.5,,"Salem, KY, 42078, Livingston County",
811,0.5843,landwatch,426459016,https://www.landwatch.com/dekalb-county-georgia-homes-for-sale/pid/426459016,GA,Dekalb,790.0,2575000.0,3259.49,33.8709661,-84.3431442,283.3,1.0,136.8,1.0,1740.9,0.21085380454526453,948.2,,1.0,0.6178,0.4568,0.5,,"Brookhaven, GA, 30319, DeKalb County",
812,0.5842,landwatch,424915005,https://www.landwatch.com/maury-county-tennessee-recreational-property-for-sale/pid/424915005,TN,Maury,742.0,2704590.0,3645.0,35.5978046,-87.3187213,247.1,0.637417401813781,1215.2,1.0,2272.4,1.0,,,1.0,0.7031,0.3925,0.5,,"Mount Pleasant, TN, 38461, Maury County",
813,0.5842,landwatch,418235669,https://www.landwatch.com/bradford-county-florida-undeveloped-land-for-sale/pid/418235669,FL,Bradford,401.0,1439869.0,3590.7,29.9347141,-82.1042463,50.5,0.0,,0.059850780109801625,183.8,0.05,414.3,,1.0,0.6907,0.4016,0.5,,"Starke, FL, 32091, Bradford County",
814,0.5835,landandfarm,37782196,https://www.landandfarm.com/property/long-ridge-824-37782196/,MO,Franklin,824.0,2500000.0,3033.98,38.223312,-91.1580059,289.0,0.8166255746137985,713.4,0.7241480870640732,1113.8,0.16933615606933222,840.3,,1.0,0.5637,0.4943,0.5,,"Sullivan, MO, 63080",
815,0.5834,landwatch,423557864,https://www.landwatch.com/washington-county-oklahoma-farms-and-ranches-for-sale/pid/423557864,OK,Washington,769.0,2650000.0,3446.03,36.5423323,-95.9076418,199.9,0.9778332431187142,262.1,0.24588600667204358,444.2,1.0,,,1.0,0.6551,0.4257,0.5,,"Ramona, OK, 74061, Washington County",
816,0.5833,landwatch,425958601,https://www.landwatch.com/klamath-county-oregon-farms-and-ranches-for-sale/pid/425958601,OR,Klamath,475.0,1995000.0,4200.0,42.2456064,-121.7720706,1403.1,0.0,,0.1515087567023975,312.1,0.513314567549485,1734.6,,1.0,0.8222,0.3,0.5,,"Klamath Falls, OR, 97601, Klamath County",
817,0.5833,landsearch,5187116,https://www.landsearch.com/properties/licking-mo-65542/5187116,MO,Texas,375.0,1275000.0,3400.0,37.5055815,-91.8571798,385.0,0.0,,1.0,2267.2,0.47186197641597283,1626.8,,1.0,0.6444,0.4333,0.5,,"Licking, MO 65542",
818,0.5832,landwatch,424624766,https://www.landwatch.com/chippewa-county-michigan-farms-and-ranches-for-sale/pid/424624766,MI,Chippewa,363.0,1200000.0,3305.79,46.0804379,-84.1195194,193.3,0.8900762834418728,507.8,1.0,5782.8,0.9100254053007997,2766.1,,1.0,0.6231,0.449,0.5,,"Goetzville, MI, 49736, Chippewa County",
819,0.5829,landwatch,421240428,https://www.landwatch.com/lewis-county-kentucky-farms-and-ranches-for-sale/pid/421240428,KY,Lewis,475.0,1999000.0,4208.42,38.6000454,-83.3337336,177.5,0.7699847398533601,844.0,1.0,2151.2,0.0790681983708464,605.6,,1.0,0.8222,0.2986,0.5,,"Vanceburg, KY, 41179, Lewis County",
820,0.5829,landwatch,425789824,https://www.landwatch.com/boone-county-arkansas-farms-and-ranches-for-sale/pid/425789824,AR,Boone,837.0,2600000.0,3106.33,36.2382913,-93.1068199,338.6,0.5539582955394307,1448.9,1.0,2285.2,0.12236339403334577,718.1,,1.0,0.5771,0.4823,0.5,,"Harrison, AR, 72601, Boone County",
821,0.5828,landwatch,425945780,https://www.landwatch.com/pope-county-illinois-farms-and-ranches-for-sale/pid/425945780,IL,Pope,448.0,1790000.0,3995.54,37.1429392,-88.590562,103.8,0.3589770173979979,1994.9,1.0,1921.7,1.0,,,1.0,0.7742,0.3341,0.5,,"Brookport, IL, 62910, Pope County",
822,0.5828,landsearch,5041735,https://www.landsearch.com/properties/e-820-rd-fay-ok-73646/5041735,OK,Blaine,386.0,1351000.0,3500.0,35.224029,-99.8696205,632.1,0.29068470507061717,2186.1,1.0,5474.8,0.06773577836811892,576.1,,1.0,0.664,0.4167,0.5,,"Fay, OK 73646",
823,0.5822,landwatch,426459314,https://www.landwatch.com/lonoke-county-arkansas-farms-and-ranches-for-sale/pid/426459314,AR,Lonoke,628.0,2888800.0,4600.0,34.7965846,-91.934141,73.0,0.036254783322878015,2898.5,1.0,4366.1,1.0,,,1.0,0.9058,0.2333,0.5,,"Lonoke, AR, 72086, Lonoke County",
824,0.5821,landwatch,426051629,https://www.landwatch.com/kiowa-county-kansas-farms-and-ranches-for-sale/pid/426051629,KS,Kiowa,832.0,2579200.0,3100.0,37.5873684,-99.4750265,708.0,0.0,,1.0,1897.4,1.0,,,1.0,0.5719,0.4833,0.5,,"Mullinville, KS, 67109, Kiowa County",
825,0.5819,landwatch,425730815,https://www.landwatch.com/kimball-county-nebraska-farms-and-ranches-for-sale/pid/425730815,NE,Kimball,407.0,1500000.0,3685.5,41.2303784,-103.6610413,1442.1,0.37413330264884326,1952.4,1.0,18104.1,0.7557263481200913,2364.9,,1.0,0.7013,0.3857,0.5,,"Kimball, NE 69145",
826,0.5817,landwatch,426070123,https://www.landwatch.com/clermont-county-ohio-undeveloped-land-for-sale/pid/426070123,OH,Clermont,605.0,2900000.0,4793.39,38.8303802,-84.1005367,273.7,0.9696438676363802,285.0,0.9028230643923348,1364.0,0.0,236.0,,1.0,0.9467,0.2011,0.5,,"Felicity, OH, 45120, Clermont County",
827,0.5817,landwatch,426586439,https://www.landwatch.com/lamar-county-alabama-farms-and-ranches-for-sale/pid/426586439,AL,Lamar,595.0,2900000.0,4873.95,33.8593885,-88.1477021,138.3,0.5601491012677955,1431.6,1.0,15237.5,1.0,3237.2,,1.0,0.9644,0.1877,0.5,,"Sulligent, AL, 35586, Lamar County",
828,0.5817,landwatch,426425524,https://www.landwatch.com/lamar-county-alabama-farms-and-ranches-for-sale/pid/426425524,AL,Lamar,594.0,2900000.0,4882.15,33.8593885,-88.1477021,138.3,0.5601491012677955,1431.6,1.0,15237.5,1.0,3237.2,,1.0,0.9662,0.1863,0.5,,"Sulligent, AL, 35586, Lamar County",
829,0.5816,landwatch,421582912,https://www.landwatch.com/dinwiddie-county-virginia-recreational-property-for-sale/pid/421582912,VA,Dinwiddie,587.0,2900000.0,4940.37,37.1243514,-77.8235981,102.7,0.8248772380574909,690.3,1.0,,1.0,,,1.0,0.9787,0.1766,0.5,,"Wilsons, VA, 23894, Dinwiddie County",
830,0.581,landwatch,423002898,https://www.landwatch.com/okfuskee-county-oklahoma-undeveloped-land-for-sale/pid/423002898,OK,Okfuskee,800.0,2600000.0,3250.0,35.4761741,-96.3837407,299.0,0.0,,1.0,16242.1,0.500369629400533,1701.0,,1.0,0.6,0.4583,0.5,,"Boley, OK, 74833, Okfuskee County",
831,0.5809,landwatch,423691060,https://www.landwatch.com/pottawatomie-county-kansas-farms-and-ranches-for-sale/pid/423691060,KS,Pottawatomie,644.0,2897280.0,4498.88,39.1940447,-96.5747182,320.8,0.20210497790634419,2434.1,0.7768975340544375,1187.7,0.17508895492445015,855.2,,1.0,0.8773,0.2502,0.5,,"Manhattan, KS, 66502, Pottawatomie County",
832,0.5804,landwatch,419944590,https://www.landwatch.com/forrest-county-mississippi-recreational-property-for-sale/pid/419944590,MS,Forrest,542.0,2600000.0,4797.05,31.2989362,-89.3009416,51.6,1.0,199.6,0.7325120895558891,1125.5,0.49303457629003944,1681.9,,1.0,0.9413,0.2005,0.5,,"Purvis, MS, 39401, Forrest County",
833,0.5803,landwatch,419192299,https://www.landwatch.com/elbert-county-georgia-recreational-property-for-sale/pid/419192299,GA,Elbert,367.0,1247664.0,3399.63,34.1184116,-82.8425344,198.6,0.8938184990262114,497.3,0.42394435156591553,693.5,0.66167170349608,2120.3,,1.0,0.6302,0.4334,0.5,,"Elberton, GA, 30635, Elbert County",
834,0.5802,landsearch,4968519,https://www.landsearch.com/properties/n3840-rd-coalgate-ok-74538/4968519,OK,Coal,410.0,1535775.0,3745.79,34.5360247,-96.2126959,178.4,0.7279430154539219,961.8,1.0,4983.8,0.9935403588802217,2983.2,,1.0,0.7067,0.3757,0.5,,"Coalgate, OK 74538",
835,0.5797,landwatch,426113295,https://www.landwatch.com/franklin-parish-louisiana-recreational-property-for-sale/pid/426113295,LA,,540.0,2590000.0,4796.3,31.9675596,-91.6878067,22.5,0.9643428582701271,299.8,0.6297711002917808,981.7,0.2800621506710739,1128.2,,1.0,0.9378,0.2006,0.5,,"Wisner, LA, 71378",
836,0.5792,landwatch,419199435,https://www.landwatch.com/saint-helena-parish-louisiana-recreational-property-for-sale/pid/419199435,LA,,463.0,1940000.0,4190.06,30.8301202,-90.6910939,72.1,0.37576301897698405,1947.9,1.0,8202.4,0.29251506639331754,1160.5,,1.0,0.8009,0.3017,0.5,,"Greensburg, LA, 70441",
837,0.5792,landwatch,426105974,https://www.landwatch.com/meade-county-south-dakota-farms-and-ranches-for-sale/pid/426105974,SD,Meade,518.0,2399000.0,4631.27,44.596375,-102.154805,757.0,0.0,,1.0,,1.0,,,1.0,0.8987,0.2281,0.5,,"White Owl, SD, 57748, Meade County",
838,0.5789,landwatch,426121125,https://www.landwatch.com/franklin-parish-louisiana-recreational-property-for-sale/pid/426121125,LA,,369.0,1271325.0,3445.33,32.1564838,-91.7079316,22.3,0.8391824982332532,650.3,1.0,1916.3,0.16631871049749442,832.4,,1.0,0.6338,0.4258,0.5,,"Winnsboro, LA, 71295",
839,0.5786,landwatch,423842051,https://www.landwatch.com/dallas-county-alabama-timberland-property-for-sale/pid/423842051,AL,Dallas,400.0,1480000.0,3700.0,32.4236948,-87.0376127,37.4,1.0,154.3,1.0,2292.4,0.545000314985308,1817.0,,1.0,0.6889,0.3833,0.5,,"Selma, AL, 36701, Dallas County",
840,0.5782,landwatch,424944374,https://www.landwatch.com/pontotoc-county-oklahoma-farms-and-ranches-for-sale/pid/424944374,OK,Pontotoc,601.0,2944900.0,4900.0,34.7760051,-96.6684918,310.1,0.874612209630059,551.1,0.960615791213875,1444.9,0.10162313583939504,664.2,,1.0,0.9538,0.1833,0.5,,"Ada, OK, 74820, Pontotoc County",
841,0.5782,landwatch,425776927,https://www.landwatch.com/dodge-county-georgia-recreational-property-for-sale/pid/425776927,GA,Dodge,499.0,2245500.0,4500.0,32.2017404,-83.1884219,113.4,0.2537051453153606,2289.6,1.0,1823.7,0.8012185521958072,2483.2,,1.0,0.8649,0.25,0.5,,"Eastman, GA, 31023, Dodge County",
842,0.5778,landandfarm,40598540,https://www.landandfarm.com/property/the-black-belt-minter-cedar-creek-tract-40598540/,AL,Dallas,361.0,1228842.0,3403.99,32.1010659,-87.0137586,74.0,0.24669959091235294,2309.2,1.0,,1.0,,,1.0,0.6196,0.4327,0.5,,"Minter, AL, 36761",
843,0.5776,landwatch,424355468,https://www.landwatch.com/baldwin-county-alabama-recreational-property-for-sale/pid/424355468,AL,Baldwin,360.0,1224000.0,3400.0,31.0586805,-87.8423742,20.6,0.9732163576837426,275.0,1.0,9303.4,0.5910865704943626,1936.8,,1.0,0.6178,0.4333,0.5,,"Tensaw, AL, 36579, Baldwin County",
844,0.5776,landwatch,425956120,https://www.landwatch.com/klamath-county-oregon-farms-and-ranches-for-sale/pid/425956120,OR,Klamath,390.0,1420000.0,3641.03,42.2456064,-121.7720706,1403.1,0.0,,0.1515087567023975,312.1,0.513314567549485,1734.6,,1.0,0.6711,0.3932,0.5,,"Klamath Falls, OR, 97601, Klamath County",
845,0.5775,landwatch,424356534,https://www.landwatch.com/baldwin-county-alabama-recreational-property-for-sale/pid/424356534,AL,Baldwin,865.0,2897750.0,3350.0,31.0586805,-87.8423742,20.6,0.9732163576837426,275.0,1.0,9303.4,0.5910865704943626,1936.8,,1.0,0.6059,0.4417,0.5,,"Tensaw, AL, 36579, Baldwin County",
846,0.5774,landwatch,424212497,https://www.landwatch.com/kiowa-county-oklahoma-farms-and-ranches-for-sale/pid/424212497,OK,Kiowa,633.0,2950000.0,4660.35,34.9829697,-99.2518939,476.8,0.0,,1.0,11599.0,0.058511208483289986,552.1,,1.0,0.8969,0.2233,0.5,,"Lone Wolf, OK, 73655, Kiowa County",
847,0.5767,landwatch,424913806,https://www.landwatch.com/chautauqua-county-kansas-farms-and-ranches-for-sale/pid/424913806,KS,Chautauqua,363.0,1250000.0,3443.53,37.0711906,-96.088007,279.7,0.0,3015.9,1.0,,1.0,,,1.0,0.6231,0.4261,0.5,,"Peru, KS, 67360, Chautauqua County",
848,0.5767,landwatch,426217391,https://www.landwatch.com/walthall-county-mississippi-farms-and-ranches-for-sale/pid/426217391,MS,Walthall,370.0,1295000.0,3500.0,31.1320064,-90.1267348,80.9,0.45063645621306814,1738.2,0.0,24.3,0.22460935921479325,984.0,,1.0,0.6356,0.4167,0.5,,"Tylertown, MS, 39667, Walthall County",
849,0.5763,landsearch,5156873,https://www.landsearch.com/properties/addie-dairy-rd-preston-ga-31824/5156873,GA,Webster,775.0,2750000.0,3548.39,32.0662434,-84.5334857,138.7,0.7777622902884518,822.3,1.0,9104.1,0.3560648282811377,1325.8,,1.0,0.6444,0.4086,0.5,,"Preston, GA 31824",
850,0.5762,landsearch,5062211,https://www.landsearch.com/properties/502nd-ave-ewing-ne-68735/5062211,NE,Holt,400.0,1500000.0,3750.0,42.2583377,-98.3445578,565.2,0.5454893334180841,1472.6,1.0,4440.2,0.07052635145822832,583.4,,1.0,0.6889,0.375,0.5,,"Ewing, NE 68735",
851,0.5762,landwatch,426168638,https://www.landwatch.com/harper-county-kansas-farms-and-ranches-for-sale/pid/426168638,KS,Harper,550.0,2722500.0,4950.0,37.2348992,-98.2369782,437.3,0.0,,1.0,,1.0,,,1.0,0.9556,0.175,0.5,,"Attica, KS, 67009, Harper County",
852,0.5761,landandfarm,41021833,https://www.landandfarm.com/property/otter-creek-ranch-41021833/,KS,Chautauqua,704.0,2900000.0,4119.32,37.1029341,-96.4950255,282.5,0.7299567685810358,956.1,1.0,1534.9,1.0,,,1.0,0.7707,0.3134,0.5,,"Cedar Vale, KS, 67024",
853,0.5759,landwatch,426698964,https://www.landwatch.com/telfair-county-georgia-recreational-property-for-sale/pid/426698964,GA,Telfair,430.0,1718710.0,3997.0,32.0648021,-82.897351,79.2,0.597594306024762,1326.7,1.0,2017.4,0.7512758377279295,2353.3,,1.0,0.7422,0.3338,0.5,,"McRae, GA, 31055, Telfair County",
854,0.5757,landwatch,426604633,https://www.landwatch.com/dallas-county-alabama-recreational-property-for-sale/pid/426604633,AL,Dallas,430.0,1720000.0,4000.0,32.4186517,-87.2337077,51.3,1.0,180.6,1.0,3792.7,0.9074420133001175,2759.3,,1.0,0.7422,0.3333,0.5,,"Marion Junction, AL, 36759, Dallas County",
855,0.5757,landwatch,422983908,https://www.landwatch.com/pike-county-georgia-undeveloped-land-for-sale/pid/422983908,GA,Pike,759.0,2800000.0,3689.06,33.0152571,-84.3224408,225.2,1.0,183.5,1.0,6085.5,1.0,,,1.0,0.6729,0.3852,0.5,,"Meansville, GA, 30256, Pike County",
856,0.5753,landwatch,425518683,https://www.landwatch.com/charlotte-county-virginia-recreational-property-for-sale/pid/425518683,VA,Charlotte,359.0,1235000.0,3440.11,37.0887268,-78.7652224,142.5,0.8004987087750315,758.6,1.0,9779.0,1.0,3459.4,,1.0,0.616,0.4266,0.5,,"Phenix, VA, 23959, Charlotte County",
857,0.5752,landwatch,425624265,https://www.landwatch.com/allen-parish-louisiana-recreational-property-for-sale/pid/425624265,LA,,790.0,2725500.0,3450.0,30.8687105,-92.7980308,43.6,0.0,,1.0,,0.1618913882672953,820.9,,1.0,0.6178,0.425,0.5,,"Elizabeth, LA, 70638",
858,0.5746,landwatch,423244213,https://www.landwatch.com/box-butte-county-nebraska-farms-and-ranches-for-sale/pid/423244213,NE,Box Butte,455.0,1921891.0,4223.94,42.32183,-103.1048383,1312.0,0.0,,1.0,,0.3508374573441046,1312.2,,1.0,0.7867,0.296,0.5,,"Hemingford, NE, 69348, Box Butte County",
859,0.5744,landwatch,425900968,https://www.landwatch.com/henry-county-tennessee-recreational-property-for-sale/pid/425900968,TN,Henry,358.0,1235307.0,3450.58,36.4386689,-88.3443546,166.9,0.4680575947913337,1689.4,0.6620777152214209,1026.9,1.0,,,1.0,0.6142,0.4249,0.5,,"Puryear, TN, 38251, Henry County",
860,0.5744,landwatch,420282084,https://www.landwatch.com/surry-county-virginia-recreational-property-for-sale/pid/420282084,VA,Surry,483.0,2150000.0,4451.35,37.1342542,-76.7725277,8.5,1.0,109.7,1.0,5744.8,0.46202792397314413,1601.3,,1.0,0.8364,0.2581,0.5,,"Surry, VA, 23883, Surry County",
861,0.5744,landwatch,426581534,https://www.landwatch.com/henry-county-alabama-recreational-property-for-sale/pid/426581534,AL,Henry,464.0,1995200.0,4300.0,31.5735572,-85.236828,92.0,1.0,174.8,0.19731981632486112,376.2,0.8163046658516723,2522.4,,1.0,0.8027,0.2833,0.5,,"Abbeville, AL, 36310, Henry County",
862,0.5742,landwatch,420207518,https://www.landwatch.com/lake-county-oregon-farms-and-ranches-for-sale/pid/420207518,OR,Lake,561.0,2850000.0,5080.21,42.1953106,-120.3488516,1454.4,0.0,,0.6553886012326667,1017.5,0.2768492915970572,1119.8,,1.0,0.9751,0.1533,0.5,,"Lakeview, OR, 97630, Lake County",
863,0.5739,landwatch,424842993,https://www.landwatch.com/hawkins-county-tennessee-recreational-property-for-sale/pid/424842993,TN,Hawkins,588.0,2995000.0,5093.54,36.3537018,-83.2266646,340.8,1.0,193.8,1.0,3260.1,1.0,,,1.0,0.9769,0.1511,0.5,,"Mooresburg, TN, 37811, Hawkins County",
864,0.5739,landwatch,422820889,https://www.landwatch.com/ontario-county-new-york-farms-and-ranches-for-sale/pid/422820889,NY,Ontario,607.0,2999900.0,4942.17,42.6422812,-77.3838813,307.4,1.0,104.0,1.0,6555.6,1.0,,,1.0,0.9431,0.1763,0.5,,"Naples, NY, 14512, Ontario County",
865,0.5739,landwatch,422753168,https://www.landwatch.com/attala-county-mississippi-recreational-property-for-sale/pid/422753168,MS,Attala,631.0,2997450.0,4750.32,33.2005292,-89.8190361,100.7,0.7715562716205618,839.6,1.0,11808.4,0.0,337.8,,1.0,0.9004,0.2083,0.5,,"West, MS, 39192, Attala County",
866,0.5738,landwatch,425275444,https://www.landwatch.com/putnam-county-georgia-undeveloped-land-for-sale/pid/425275444,GA,Putnam,622.0,3000000.0,4823.15,33.3221886,-83.3460328,156.1,0.9651574325679272,297.6,1.0,2493.3,1.0,4003.7,,1.0,0.9164,0.1961,0.5,,"Eatonton, GA, 31024, Putnam County",
867,0.5738,landwatch,424004601,https://www.landwatch.com/nacogdoches-county-texas-recreational-property-for-sale/pid/424004601,TX,Nacogdoches,575.0,2990000.0,5200.0,31.827293,-94.5690871,127.7,0.8571854402276469,599.9,1.0,4004.3,1.0,,,1.0,1.0,0.1333,0.5,,"Garrison, TX, 75946, Nacogdoches County",
868,0.5737,landwatch,426619972,https://www.landwatch.com/camden-county-georgia-recreational-property-for-sale/pid/426619972,GA,Camden,397.0,1500000.0,3778.34,31.0741401,-81.6299832,6.9,0.4534023873645303,1730.5,1.0,,0.4832688354704207,1656.5,,1.0,0.6836,0.3703,0.5,,"Waverly, GA, 31565, Camden County",
869,0.5737,landwatch,424104319,https://www.landwatch.com/keith-county-nebraska-farms-and-ranches-for-sale/pid/424104319,NE,Keith,593.0,3000000.0,5059.02,41.118859,-101.7171147,976.3,0.0,,1.0,1631.4,0.2324410604321051,1004.3,,1.0,0.968,0.1568,0.5,,"Roscoe, NE 69153",
870,0.5737,landwatch,424717332,https://www.landwatch.com/brown-county-nebraska-farms-and-ranches-for-sale/pid/424717332,NE,Brown,633.0,3000000.0,4739.34,42.535505,-99.699911,731.3,0.6952747330089163,1053.2,0.0,24.4,0.10628303249473216,676.3,,1.0,0.8969,0.2101,0.5,,"Long Pine, NE 69217",
871,0.5735,landwatch,424381304,https://www.landwatch.com/hawkins-county-tennessee-recreational-property-for-sale/pid/424381304,TN,Hawkins,588.0,3000000.0,5102.04,36.3537018,-83.2266646,340.8,1.0,193.8,1.0,3260.1,1.0,,,1.0,0.9769,0.1497,0.5,,"Mooresburg, TN, 37811, Hawkins County",
872,0.5735,landsearch,5003229,https://www.landsearch.com/properties/291st-ave-winner-sd-57580/5003229,SD,Mellette,640.0,3000000.0,4687.5,43.3716293,-99.8497622,613.6,0.0,,0.7903687688506906,1206.5,0.24121441174339653,1027.2,,1.0,0.8844,0.2188,0.5,,"Winner, SD 57580",
873,0.5732,landwatch,426200241,https://www.landwatch.com/johnson-county-illinois-farms-and-ranches-for-sale/pid/426200241,IL,Johnson,486.0,2187000.0,4500.0,37.4210597,-88.885342,111.4,1.0,173.8,0.36468488984796715,610.6,0.42617498975142537,1508.1,,1.0,0.8418,0.25,0.5,,"Vienna, IL, 62995, Johnson County",
874,0.573,landwatch,425507936,https://www.landwatch.com/pawnee-county-oklahoma-farms-and-ranches-for-sale/pid/425507936,OK,Pawnee,575.0,2999500.0,5216.52,36.5032853,-96.732284,251.3,1.0,197.3,0.2682632281618356,475.6,0.5190499567626305,1749.5,,1.0,1.0,0.1306,0.5,,"Ralston, OK, 74650, Pawnee County",
875,0.573,landwatch,425183781,https://www.landwatch.com/sawyer-county-wisconsin-farms-and-ranches-for-sale/pid/425183781,WI,Sawyer,380.0,1390000.0,3657.89,45.8628913,-90.9407566,415.4,0.9556221343210285,324.3,1.0,28819.8,1.0,,,1.0,0.6533,0.3904,0.5,,"Winter, WI, 54896, Sawyer County",
876,0.5727,landwatch,424591842,https://www.landwatch.com/screven-county-georgia-recreational-property-for-sale/pid/424591842,GA,Screven,447.0,1877400.0,4200.0,32.5644148,-81.4763255,40.6,0.03772084110015139,2894.4,1.0,5060.2,0.0790434849467803,605.5,,1.0,0.7724,0.3,0.5,,"Newington, GA, 30446, Screven County",
877,0.5726,landwatch,425214681,https://www.landwatch.com/wilkes-county-georgia-timberland-property-for-sale/pid/425214681,GA,Wilkes,766.0,2832387.0,3697.63,33.7833889,-82.9095205,208.7,0.9343839921587416,383.7,1.0,,0.6323313239116805,2044.1,,1.0,0.6604,0.3837,0.5,,"Rayle, GA, 30660, Wilkes County",
878,0.5723,landwatch,426524478,https://www.landwatch.com/johnson-county-tennessee-recreational-property-for-sale/pid/426524478,TN,Johnson,708.0,2950000.0,4166.67,36.4644425,-81.8089902,894.8,1.0,136.8,0.2158294194439666,402.2,0.5757682251931697,1897.0,,1.0,0.7636,0.3056,0.5,,"Mountain City, TN, 37683, Johnson County",
879,0.5722,landwatch,425045544,https://www.landwatch.com/spotsylvania-county-virginia-recreational-property-for-sale/pid/425045544,VA,Spotsylvania,439.0,1820000.0,4145.79,38.1582135,-77.6018846,81.3,0.8213513126759293,700.2,0.8513105326733356,1291.8,0.1318005200554719,742.7,,1.0,0.7582,0.309,0.5,,"Spotsylvania, VA, 22551, Spotsylvania County",
880,0.572,landsearch,5175010,https://www.landsearch.com/properties/foreman-ar-71836/5175010,AR,Little River,395.0,1500000.0,3797.47,33.7266298,-94.3821402,119.0,0.7656523270849303,856.2,0.05,132.2,0.18529540457963264,881.8,,1.0,0.68,0.3671,0.5,,"Foreman, AR 71836",
881,0.5719,landsearch,5227974,https://www.landsearch.com/properties/1304-lone-tree-rd-central-city-ne-68827/5227974,NE,Merrick,449.0,1900000.0,4231.63,41.033251,-98.180509,539.3,0.0,,1.0,4948.8,1.0,,,1.0,0.776,0.2947,0.5,,"Central City, NE 68827",
882,0.571,landwatch,419467289,https://www.landwatch.com/payne-county-oklahoma-farms-and-ranches-for-sale/pid/419467289,OK,Payne,480.0,2160000.0,4500.0,35.983924,-96.7546973,280.4,1.0,114.0,0.07902428716030867,210.6,1.0,,,1.0,0.8311,0.25,0.5,,"Cushing, OK, 74023, Payne County",
883,0.5703,landwatch,425448473,https://www.landwatch.com/cumberland-county-tennessee-undeveloped-land-for-sale/pid/425448473,TN,Cumberland,353.0,1235000.0,3498.58,36.0274981,-85.0449215,565.8,0.8079391548301371,737.8,0.9045052673835323,1366.3,0.7428710317941981,2331.5,,1.0,0.6053,0.4169,0.5,,"Crossville, TN, 38571, Cumberland County",
884,0.57,landwatch,426121140,https://www.landwatch.com/saint-clair-county-alabama-recreational-property-for-sale/pid/426121140,AL,Saint Clair,540.0,2700000.0,5000.0,33.5093519,-86.2984225,140.8,0.3349041107458639,2062.3,1.0,8314.7,0.15510788135155693,803.3,,1.0,0.9378,0.1667,0.5,,"Cropwell, AL, 35054, Saint Clair County",
885,0.5699,landwatch,420410016,https://www.landwatch.com/rapides-parish-louisiana-recreational-property-for-sale/pid/420410016,LA,,700.0,2998000.0,4282.86,31.2924563,-92.4616757,24.2,0.0,,0.5278199742717615,838.9,0.16891637243858956,839.2,,1.0,0.7778,0.2862,0.5,,"Alexandria, LA, 71301",
886,0.5694,landwatch,425843320,https://www.landwatch.com/cumberland-county-virginia-recreational-property-for-sale/pid/425843320,VA,Cumberland,446.0,1900000.0,4260.09,37.5037841,-78.2377449,141.4,0.49799930983337093,1605.6,1.0,,1.0,,,1.0,0.7707,0.29,0.5,,"Cumberland, VA, 23040, Cumberland County",
887,0.5694,landwatch,424842739,https://www.landwatch.com/labette-county-kansas-undeveloped-land-for-sale/pid/424842739,KS,Labette,381.0,1425000.0,3740.16,37.2153927,-95.4043381,255.3,0.8540655924846599,608.6,1.0,6485.9,1.0,,,1.0,0.6551,0.3766,0.5,,"Mound Valley, KS, 67354, Labette County",
888,0.569,landwatch,423700340,https://www.landwatch.com/pearl-river-county-mississippi-timberland-property-for-sale/pid/423700340,MS,Pearl River,350.0,1225000.0,3500.0,30.8006789,-89.5475541,91.4,0.8272917098592707,683.6,1.0,2612.1,1.0,,,1.0,0.6,0.4167,0.5,,"Poplarville, MS, 39470, Pearl River County",
